Matches,SubMatches,GradientMatches,Keypoint,SubKeypoint,GradientKeypoint,Class
227,27,0.1189,387,24,0.062,0
49,272,5.551,295,33,0.1119,1
112,79,0.7054,275,10,0.0364,0
289,85,0.2941,298,5,0.0168,0
61,124,2.0328,271,29,0.107,0
201,133,0.6617,306,0,0.0,0
122,94,0.7705,288,14,0.0486,0
261,156,0.5977,453,28,0.0618,0
354,93,0.2627,440,13,0.0295,0
287,47,0.1638,451,18,0.0399,0
332,9,0.0271,461,25,0.0542,0
242,90,0.3719,423,38,0.0898,0
346,97,0.2803,436,12,0.0275,0
321,102,0.3178,387,39,0.1008,0
369,82,0.2222,466,4,0.0086,0
218,148,0.6789,406,23,0.0567,0
110,235,2.1364,464,46,0.0991,1
434,10,0.023,473,8,0.0169,0
402,4,0.01,465,3,0.0065,0
409,7,0.0171,484,19,0.0393,0
428,37,0.0864,475,15,0.0316,0
374,83,0.2219,398,2,0.005,0
344,34,0.0988,394,11,0.0279,0
408,46,0.1127,423,10,0.0236,0
345,63,0.1826,416,7,0.0168,0
355,7,0.0197,418,4,0.0096,0
225,2,0.0089,295,10,0.0339,0
18,225,12.5,272,19,0.0699,1
11,259,23.5455,49,278,5.6735,1
417,208,0.4988,421,0,0.0,0
35,382,10.9143,440,19,0.0432,1
289,238,0.8235,498,20,0.0402,0
262,168,0.6412,453,4,0.0088,0
301,13,0.0432,471,1,0.0021,0
456,155,0.3399,471,0,0.0,0
16,6,0.375,121,50,0.4132,0
58,119,2.0517,157,25,0.1592,0
6,75,12.5,457,354,0.7746,1
10,2,0.2,12,0,0.0,0
11,1,0.0909,11,2,0.1818,0
12,0,0.0,15,3,0.2,0
9,12,1.3333,170,144,0.8471,1
160,151,0.9437,173,3,0.0173,0
153,12,0.0784,199,7,0.0352,0
163,40,0.2454,261,16,0.0613,0
78,105,1.3462,274,1,0.0036,0
266,70,0.2632,292,1,0.0034,0
265,123,0.4642,386,6,0.0155,0
11,314,28.5455,330,93,0.2818,1
623,54,0.0867,939,131,0.1395,0
730,110,0.1507,928,10,0.0108,0
631,99,0.1569,934,6,0.0064,0
71,729,10.2676,324,539,1.6636,1
23,119,5.1739,143,3,0.021,1
973,22,0.0226,1167,22,0.0189,0
19,884,46.5263,582,621,1.067,1
14,15,1.0714,510,304,0.5961,0
41,315,7.6829,485,70,0.1443,0
55,351,6.3818,386,121,0.3135,1
38,278,7.3158,318,2,0.0063,0
7,308,44.0,284,40,0.1408,1
147,3,0.0204,147,3,0.0204,0
136,1,0.0074,136,1,0.0074,0
5,159,31.8,270,103,0.3815,1
31,244,7.871,340,23,0.0676,1
32,252,7.875,223,115,0.5157,1
190,2,0.0105,214,5,0.0234,0
25,187,7.48,184,29,0.1576,1
163,138,0.8466,179,5,0.0279,0
76,65,0.8553,99,14,0.1414,0
3,45,15.0,151,71,0.4702,1
224,197,0.8795,294,7,0.0238,0
338,135,0.3994,454,39,0.0859,0
12,326,27.1667,35,419,11.9714,1
111,79,0.7117,169,11,0.0651,0
162,63,0.3889,171,2,0.0117,0
191,125,0.6545,194,3,0.0155,0
119,1,0.0084,200,14,0.07,0
119,10,0.084,209,24,0.1148,0
11,124,11.2727,483,275,0.5694,1
7,6,0.8571,315,117,0.3714,0
83,214,2.5783,481,11,0.0229,0
268,207,0.7724,428,4,0.0093,0
422,286,0.6777,423,1,0.0024,0
64,231,3.6094,378,35,0.0926,0
362,94,0.2597,372,6,0.0161,0
21,309,14.7143,235,99,0.4213,1
15,10,0.6667,150,15,0.1,0
239,207,0.8661,243,4,0.0165,0
46,193,4.1957,419,176,0.42,1
107,15,0.1402,474,66,0.1392,0
192,9,0.0469,546,57,0.1044,0
214,16,0.0748,567,58,0.1023,0
274,284,1.0365,536,29,0.0541,0
295,5,0.0169,529,50,0.0945,0
284,239,0.8415,472,61,0.1292,0
404,5,0.0124,548,8,0.0146,0
553,135,0.2441,564,0,0.0,0
448,18,0.0402,556,10,0.018,0
428,8,0.0187,559,19,0.034,0
103,28,0.2718,130,1,0.0077,0
119,20,0.1681,168,3,0.0179,0
113,12,0.1062,197,36,0.1827,0
449,112,0.2494,454,2,0.0044,0
204,205,1.0049,447,28,0.0626,0
209,76,0.3636,458,55,0.1201,0
14,425,30.3571,211,230,1.09,1
81,24,0.2963,104,5,0.0481,0
77,2,0.026,96,15,0.1562,0
36,31,0.8611,123,23,0.187,0
41,93,2.2683,117,19,0.1624,0
59,59,1.0,117,6,0.0513,0
114,41,0.3596,121,4,0.0331,0
8,50,6.25,217,111,0.5115,1
579,579,1.0,588,588,1.0,0
341,238,0.6979,536,52,0.097,0
260,297,1.1423,575,13,0.0226,0
587,284,0.4838,594,3,0.0051,0
332,255,0.7681,580,14,0.0241,0
320,12,0.0375,623,43,0.069,0
329,57,0.1733,640,34,0.0531,0
212,6,0.0283,219,3,0.0137,0
22,163,7.4091,1507,1303,0.8646,1
381,102,0.2677,463,22,0.0475,0
266,1,0.0038,367,10,0.0272,0
275,90,0.3273,364,10,0.0275,0
107,50,0.4673,247,8,0.0324,0
244,72,0.2951,243,7,0.0288,0
78,76,0.9744,202,36,0.1782,0
17,190,11.1765,42,165,3.9286,1
1063,61,0.0574,1385,56,0.0404,0
447,192,0.4295,816,140,0.1716,0
329,441,1.3404,836,53,0.0634,0
382,183,0.4791,633,7,0.0111,0
101,527,5.2178,390,252,0.6462,1
622,450,0.7235,643,10,0.0156,0
651,153,0.235,653,3,0.0046,0
95,417,4.3895,715,3,0.0042,0
18,705,39.1667,197,528,2.6802,1
240,47,0.1958,355,28,0.0789,0
192,57,0.2969,326,29,0.089,0
51,16,0.3137,106,14,0.1321,0
90,31,0.3444,113,7,0.0619,0
123,36,0.2927,128,0,0.0,0
119,39,0.3277,118,1,0.0085,0
93,25,0.2688,109,12,0.1101,0
16,74,4.625,233,115,0.4936,1
252,104,0.4127,256,2,0.0078,0
57,40,0.7018,88,13,0.1477,0
325,307,0.9446,325,0,0.0,0
188,62,0.3298,314,3,0.0096,0
214,154,0.7196,216,5,0.0231,0
126,53,0.4206,170,5,0.0294,0
147,95,0.6463,150,0,0.0,0
27,78,2.8889,154,24,0.1558,0
38,48,1.2632,127,5,0.0394,0
26,62,2.3846,131,17,0.1298,0
85,490,5.7647,590,10,0.0169,1
633,2,0.0032,634,0,0.0,0
636,2,0.0031,637,1,0.0016,0
264,113,0.428,353,28,0.0793,0
18,368,20.4444,325,64,0.1969,1
234,26,0.1111,238,4,0.0168,0
231,2,0.0087,232,2,0.0086,0
235,2,0.0085,235,2,0.0085,0
16,215,13.4375,625,388,0.6208,1
113,69,0.6106,194,5,0.0258,0
36,96,2.6667,208,28,0.1346,0
163,38,0.2331,168,3,0.0179,0
106,68,0.6415,146,8,0.0548,0
118,72,0.6102,162,6,0.037,0
109,85,0.7798,150,9,0.06,0
146,37,0.2534,152,2,0.0132,0
28,118,4.2143,165,13,0.0788,0
52,103,1.9808,162,21,0.1296,0
11,41,3.7273,123,39,0.3171,1
1236,1219,0.9862,1281,1,0.0008,0
1115,121,0.1085,1299,18,0.0139,0
1293,21,0.0162,1312,1,0.0008,0
1141,118,0.1034,1372,26,0.019,0
1183,171,0.1445,1370,8,0.0058,0
1302,14,0.0108,1326,3,0.0023,0
1284,206,0.1604,1293,5,0.0039,0
1267,195,0.1539,1294,7,0.0054,0
1266,17,0.0134,1316,18,0.0137,0
1050,216,0.2057,1409,93,0.066,0
1487,51,0.0343,1579,1,0.0006,0
1468,19,0.0129,1590,11,0.0069,0
17,1604,94.3529,1261,362,0.2871,1
212,1,0.0047,212,1,0.0047,0
210,0,0.0,213,0,0.0,0
202,0,0.0,203,1,0.0049,0
91,72,0.7912,175,12,0.0686,0
37,54,1.4595,211,36,0.1706,1
56,154,2.75,217,1,0.0046,1
201,145,0.7214,205,12,0.0585,0
42,178,4.2381,189,31,0.164,1
155,103,0.6645,188,1,0.0053,0
146,86,0.589,166,2,0.012,0
211,153,0.7251,212,7,0.033,0
221,1,0.0045,223,2,0.009,0
31,180,5.8065,41,173,4.2195,1
214,150,0.7009,470,17,0.0362,0
468,266,0.5684,479,3,0.0063,0
332,102,0.3072,446,20,0.0448,0
13,458,35.2308,183,302,1.6503,1
1232,1,0.0008,1233,2,0.0016,0
981,246,0.2508,1175,65,0.0553,0
1012,142,0.1403,1176,6,0.0051,0
1187,0,0.0,1187,2,0.0017,0
1184,3,0.0025,1185,2,0.0017,0
1180,0,0.0,1182,2,0.0017,0
17,1165,68.5294,1282,100,0.078,1
865,51,0.059,1225,36,0.0294,0
850,44,0.0518,1171,13,0.0111,0
21,797,37.9524,277,856,3.0903,1
431,0,0.0,519,2,0.0039,0
9,227,25.2222,1291,918,0.7111,1
16,18,1.125,45,19,0.4222,0
6,36,6.0,318,249,0.783,1
19,195,10.2632,326,77,0.2362,1
284,6,0.0211,328,10,0.0305,0
295,0,0.0,333,5,0.015,0
30,276,9.2,108,230,2.1296,1
105,39,0.3714,239,20,0.0837,0
92,14,0.1522,234,16,0.0684,0
195,14,0.0718,307,11,0.0358,0
12,196,16.3333,162,136,0.8395,1
152,2,0.0132,197,2,0.0102,0
163,17,0.1043,203,3,0.0148,0
105,10,0.0952,206,21,0.1019,0
12,162,13.5,178,10,0.0562,1
99,4,0.0404,137,12,0.0876,0
106,3,0.0283,148,13,0.0878,0
104,2,0.0192,177,2,0.0113,0
120,16,0.1333,173,4,0.0231,0
118,2,0.0169,174,1,0.0057,0
106,23,0.217,175,13,0.0743,0
138,32,0.2319,176,1,0.0057,0
155,1,0.0065,202,8,0.0396,0
14,150,10.7143,383,176,0.4595,1
102,9,0.0882,146,8,0.0548,0
144,8,0.0556,182,5,0.0275,0
163,9,0.0552,222,1,0.0045,0
138,12,0.087,150,2,0.0133,0
7,131,18.7143,599,449,0.7496,1
441,400,0.907,597,4,0.0067,0
479,9,0.0188,602,2,0.0033,0
9,486,54.0,105,518,4.9333,1
154,1,0.0065,184,8,0.0435,0
145,2,0.0138,173,2,0.0116,0
1,111,111.0,314,171,0.5446,1
260,260,1.0,376,19,0.0505,0
249,3,0.012,317,11,0.0347,0
13,204,15.6923,1313,995,0.7578,1
271,7,0.0258,342,8,0.0234,0
26,268,10.3077,146,187,1.2808,1
36,3,0.0833,41,1,0.0244,0
32,4,0.125,36,5,0.1389,0
29,3,0.1034,32,3,0.0938,0
29,0,0.0,35,3,0.0857,0
97,9,0.0928,109,0,0.0,0
108,0,0.0,128,8,0.0625,0
101,0,0.0,111,6,0.0541,0
91,10,0.1099,111,0,0.0,0
237,16,0.0675,286,24,0.0839,0
222,12,0.0541,311,13,0.0418,0
223,6,0.0269,319,1,0.0031,0
34,242,7.1176,54,313,5.7963,1
217,16,0.0737,318,19,0.0597,0
257,24,0.0934,326,4,0.0123,0
228,13,0.057,298,15,0.0503,0
235,8,0.034,302,2,0.0066,0
262,15,0.0573,319,22,0.069,0
263,44,0.1673,318,2,0.0063,0
25,238,9.52,129,189,1.4651,1
1102,17,0.0154,1377,37,0.0269,0
1054,54,0.0512,1293,12,0.0093,0
987,6,0.0061,1292,48,0.0372,0
1159,109,0.094,1328,48,0.0361,0
41,1182,28.8293,601,721,1.1997,1
328,0,0.0,328,0,0.0,0
312,8,0.0256,327,1,0.0031,0
204,51,0.25,380,19,0.05,0
51,29,0.5686,282,24,0.0851,0
138,9,0.0652,192,3,0.0156,0
421,0,0.0,423,1,0.0024,0
425,16,0.0376,584,28,0.0479,0
479,25,0.0522,635,13,0.0205,0
12,462,38.5,315,267,0.8476,1
1556,23,0.0148,2219,8,0.0036,0
1518,136,0.0896,2194,41,0.0187,0
1404,108,0.0769,2180,7,0.0032,0
1470,20,0.0136,2154,13,0.006,0
1573,48,0.0305,2234,29,0.013,0
33,1484,44.9697,1607,385,0.2396,1
310,37,0.1194,573,120,0.2094,0
682,146,0.2141,690,11,0.0159,0
571,111,0.1944,711,21,0.0295,0
539,56,0.1039,757,29,0.0383,0
615,165,0.2683,787,7,0.0089,0
76,579,7.6184,664,149,0.2244,1
1121,8,0.0071,1468,16,0.0109,0
1307,249,0.1905,1670,59,0.0353,0
1378,58,0.0421,1721,5,0.0029,0
33,1339,40.5758,1845,123,0.0667,1
799,227,0.2841,821,3,0.0037,0
639,253,0.3959,931,27,0.029,0
598,19,0.0318,817,25,0.0306,0
34,942,27.7059,1109,109,0.0983,1
560,0,0.0,690,11,0.0159,0
560,4,0.0071,708,16,0.0226,0
626,51,0.0815,778,9,0.0116,0
616,350,0.5682,1049,122,0.1163,1
1266,86,0.0679,1603,43,0.0268,0
1470,468,0.3184,1699,14,0.0082,0
1382,76,0.055,1830,81,0.0443,0
1550,121,0.0781,1815,31,0.0171,0
1756,29,0.0165,2075,36,0.0173,0
1749,53,0.0303,2108,2,0.0009,0
1715,6,0.0035,2144,41,0.0191,0
1727,12,0.0069,2082,62,0.0298,0
1799,107,0.0595,2174,40,0.0184,0
1765,34,0.0193,2125,49,0.0231,0
259,604,2.332,1519,396,0.2607,1
1205,93,0.0772,1994,51,0.0256,0
1143,138,0.1207,2058,104,0.0505,0
1148,5,0.0044,2082,24,0.0115,0
1209,27,0.0223,2122,11,0.0052,0
1201,47,0.0391,2005,11,0.0055,0
1172,45,0.0384,2168,25,0.0115,0
1130,30,0.0265,2161,23,0.0106,0
931,118,0.1267,1458,19,0.013,0
53,937,17.6792,1137,299,0.263,1
1077,1043,0.9684,1123,14,0.0125,0
976,20,0.0205,1095,10,0.0091,0
992,88,0.0887,1084,8,0.0074,0
975,30,0.0308,1054,12,0.0114,0
848,5,0.0059,993,5,0.005,0
875,32,0.0366,1016,7,0.0069,0
929,12,0.0129,1069,33,0.0309,0
1009,51,0.0505,1086,23,0.0212,0
934,5,0.0054,1058,10,0.0095,0
934,33,0.0353,1065,16,0.015,0
928,22,0.0237,1027,1,0.001,0
31,769,24.8065,178,653,3.6685,1
1499,81,0.054,1881,57,0.0303,0
1343,107,0.0797,1851,1,0.0005,0
1521,32,0.021,1895,7,0.0037,0
1383,112,0.081,1976,24,0.0121,0
1525,101,0.0662,2027,32,0.0158,0
1487,98,0.0659,2007,38,0.0189,0
1611,14,0.0087,2023,88,0.0435,0
1591,55,0.0346,2072,16,0.0077,0
1591,101,0.0635,2072,33,0.0159,0
39,2114,54.2051,689,1469,2.1321,1
1321,24,0.0182,1681,9,0.0054,0
1275,29,0.0227,1625,61,0.0375,0
1344,8,0.006,1708,4,0.0023,0
1326,51,0.0385,1695,11,0.0065,0
1361,23,0.0169,1709,20,0.0117,0
1381,7,0.0051,1738,8,0.0046,0
1381,41,0.0297,1701,3,0.0018,0
46,1388,30.1739,198,1388,7.0101,1
1424,1397,0.981,1722,28,0.0163,0
1448,3,0.0021,1778,3,0.0017,0
1482,58,0.0391,1984,1,0.0005,0
1484,44,0.0296,1983,1,0.0005,0
1482,22,0.0148,2001,30,0.015,0
1490,21,0.0141,2023,6,0.003,0
1513,114,0.0753,2164,50,0.0231,0
1081,62,0.0574,1933,51,0.0264,0
1197,46,0.0384,2001,7,0.0035,0
1340,42,0.0313,2112,2,0.0009,0
1332,14,0.0105,2103,4,0.0019,0
1418,15,0.0106,2192,45,0.0205,0
1402,16,0.0114,2220,28,0.0126,0
1432,30,0.0209,2267,47,0.0207,0
1467,34,0.0232,2279,20,0.0088,0
1551,28,0.0181,2416,56,0.0232,0
1746,59,0.0338,2324,67,0.0288,0
1685,40,0.0237,2349,28,0.0119,0
1112,734,0.6601,2292,281,0.1226,0
1715,603,0.3516,2293,1,0.0004,0
48,1951,40.6458,1278,1322,1.0344,1
239,10,0.0418,324,8,0.0247,0
231,14,0.0606,340,9,0.0265,0
282,3,0.0106,352,9,0.0256,0
273,7,0.0256,338,4,0.0118,0
272,1,0.0037,350,17,0.0486,0
265,11,0.0415,302,34,0.1126,0
268,14,0.0522,334,14,0.0419,0
272,17,0.0625,325,6,0.0185,0
253,12,0.0474,311,4,0.0129,0
274,13,0.0474,325,1,0.0031,0
260,2,0.0077,323,2,0.0062,0
260,9,0.0346,313,3,0.0096,0
199,18,0.0905,256,5,0.0195,0
22,196,8.9091,121,153,1.2645,1
500,1,0.002,621,21,0.0338,0
560,25,0.0446,666,3,0.0045,0
598,13,0.0217,698,7,0.01,0
596,20,0.0336,731,1,0.0014,0
540,6,0.0111,721,1,0.0014,0
549,7,0.0128,753,31,0.0412,0
646,167,0.2585,769,10,0.013,0
646,2,0.0031,801,10,0.0125,0
697,8,0.0115,812,4,0.0049,0
720,33,0.0458,842,9,0.0107,0
17,685,40.2941,276,609,2.2065,1
311,4,0.0129,483,21,0.0435,0
335,38,0.1134,478,20,0.0418,0
330,6,0.0182,512,28,0.0547,0
338,7,0.0207,519,26,0.0501,0
335,14,0.0418,516,10,0.0194,0
293,8,0.0273,456,3,0.0066,0
271,20,0.0738,440,17,0.0386,0
272,11,0.0404,459,1,0.0022,0
293,20,0.0683,455,40,0.0879,0
371,19,0.0512,501,5,0.01,0
332,21,0.0633,465,31,0.0667,0
307,25,0.0814,484,19,0.0393,0
309,26,0.0841,535,47,0.0879,0
341,32,0.0938,522,13,0.0249,0
451,15,0.0333,591,7,0.0118,0
467,5,0.0107,617,21,0.034,0
27,440,16.2963,1694,1077,0.6358,1
1366,1,0.0007,1777,8,0.0045,0
1323,23,0.0174,1745,1,0.0006,0
1421,55,0.0387,1754,9,0.0051,0
24,869,36.2083,1150,426,0.3704,1
2033,52,0.0256,2713,70,0.0258,0
2086,157,0.0753,2718,2,0.0007,0
2114,79,0.0374,2805,61,0.0217,0
2229,181,0.0812,2722,35,0.0129,0
2062,88,0.0427,3081,16,0.0052,0
2041,18,0.0088,3141,75,0.0239,0
2221,118,0.0531,3138,23,0.0073,0
47,2106,44.8085,619,2495,4.0307,1
1238,22,0.0178,1490,40,0.0268,0
1209,19,0.0157,1460,7,0.0048,0
1235,19,0.0154,1492,55,0.0369,0
1152,1,0.0009,1379,4,0.0029,0
1158,14,0.0121,1395,8,0.0057,0
1120,18,0.0161,1325,22,0.0166,0
1100,7,0.0064,1332,13,0.0098,0
1131,36,0.0318,1328,11,0.0083,0
1123,27,0.024,1362,27,0.0198,0
1118,28,0.025,1316,26,0.0198,0
1091,3,0.0027,1343,18,0.0134,0
1155,22,0.019,1389,20,0.0144,0
1113,16,0.0144,1370,33,0.0241,0
1089,40,0.0367,1382,5,0.0036,0
11,1189,108.0909,1563,209,0.1337,1
837,20,0.0239,960,8,0.0083,0
877,21,0.0239,993,29,0.0292,0
835,48,0.0575,969,2,0.0021,0
863,28,0.0324,1000,31,0.031,0
920,5,0.0054,1017,11,0.0108,0
878,28,0.0319,960,10,0.0104,0
880,16,0.0182,981,18,0.0183,0
909,8,0.0088,969,0,0.0,0
964,42,0.0436,987,7,0.0071,0
44,920,20.9091,350,637,1.82,1
915,29,0.0317,1388,37,0.0267,0
1001,32,0.032,1360,1,0.0007,0
22,938,42.6364,624,848,1.359,1
1369,27,0.0197,1836,12,0.0065,0
1366,43,0.0315,1887,27,0.0143,0
1486,9,0.0061,2078,23,0.0111,0
1537,6,0.0039,2123,10,0.0047,0
1688,31,0.0184,2250,10,0.0044,0
1693,67,0.0396,2266,23,0.0102,0
1753,20,0.0114,2402,16,0.0067,0
1948,43,0.0221,2635,51,0.0194,0
1921,37,0.0193,2624,12,0.0046,0
2011,17,0.0085,2614,64,0.0245,0
29,2198,75.7931,1753,949,0.5414,1
330,13,0.0394,387,15,0.0388,0
343,25,0.0729,397,3,0.0076,0
353,3,0.0085,407,21,0.0516,0
8,365,45.625,723,321,0.444,1
429,4,0.0093,686,3,0.0044,0
322,9,0.028,603,64,0.1061,0
394,10,0.0254,554,2,0.0036,0
406,12,0.0296,560,6,0.0107,0
378,28,0.0741,566,6,0.0106,0
274,18,0.0657,500,25,0.05,0
7,263,37.5714,1301,836,0.6426,1
652,22,0.0337,782,7,0.009,0
589,16,0.0272,813,24,0.0295,0
636,26,0.0409,860,16,0.0186,0
589,5,0.0085,852,4,0.0047,0
649,23,0.0354,885,6,0.0068,0
726,8,0.011,905,56,0.0619,0
18,708,39.3333,616,289,0.4692,1
1418,1407,0.9922,1687,59,0.035,0
1368,6,0.0044,1772,9,0.0051,0
1386,35,0.0253,1713,0,0.0,0
1424,2,0.0014,1802,2,0.0011,0
1418,6,0.0042,1811,9,0.005,0
1416,2,0.0014,1793,18,0.01,0
1298,19,0.0146,1817,11,0.0061,0
1287,36,0.028,1750,54,0.0309,0
1419,18,0.0127,1763,44,0.025,0
1351,7,0.0052,1691,39,0.0231,0
1345,45,0.0335,1663,20,0.012,0
1313,32,0.0244,1684,21,0.0125,0
1333,19,0.0143,1634,18,0.011,0
1385,81,0.0585,1743,2,0.0011,0
38,1599,42.0789,1185,640,0.5401,1
909,74,0.0814,1090,8,0.0073,0
876,33,0.0377,1115,25,0.0224,0
863,47,0.0545,1119,3,0.0027,0
876,31,0.0354,1093,4,0.0037,0
1001,43,0.043,1317,2,0.0015,0
1058,35,0.0331,1356,56,0.0413,0
1021,37,0.0362,1302,54,0.0415,0
951,6,0.0063,1304,16,0.0123,0
921,38,0.0413,1251,24,0.0192,0
915,47,0.0514,1226,9,0.0073,0
834,16,0.0192,1138,48,0.0422,0
741,31,0.0418,1051,36,0.0343,0
883,29,0.0328,1097,20,0.0182,0
796,19,0.0239,1068,15,0.014,0
747,6,0.008,997,26,0.0261,0
36,4,0.1111,57,16,0.2807,0
78,29,0.3718,175,81,0.4629,0
349,59,0.1691,574,96,0.1672,0
645,68,0.1054,960,73,0.076,0
1105,46,0.0416,1568,35,0.0223,0
1151,42,0.0365,1600,13,0.0081,0
1282,24,0.0187,1713,6,0.0035,0
1382,12,0.0087,1802,17,0.0094,0
1338,20,0.0149,1792,61,0.034,0
1345,37,0.0275,1702,9,0.0053,0
612,19,0.031,765,28,0.0366,0
630,21,0.0333,750,35,0.0467,0
635,5,0.0079,751,1,0.0013,0
621,3,0.0048,756,0,0.0,0
607,23,0.0379,768,19,0.0247,0
652,5,0.0077,839,15,0.0179,0
664,12,0.0181,884,45,0.0509,0
695,11,0.0158,934,37,0.0396,0
822,17,0.0207,1060,2,0.0019,0
961,94,0.0978,1249,14,0.0112,0
1002,15,0.015,1330,44,0.0331,0
1159,36,0.0311,1569,15,0.0096,0
21,1473,70.1429,1604,26,0.0162,1
235,4,0.017,303,4,0.0132,0
261,1,0.0038,329,9,0.0274,0
249,3,0.012,345,29,0.0841,0
308,21,0.0682,389,18,0.0463,0
346,0,0.0,440,2,0.0045,0
33,356,10.7879,1656,1178,0.7114,1
232,18,0.0776,303,15,0.0495,0
224,5,0.0223,297,19,0.064,0
214,6,0.028,273,17,0.0623,0
281,20,0.0712,374,10,0.0267,0
277,4,0.0144,390,16,0.041,0
312,8,0.0256,379,4,0.0106,0
13,276,21.2308,1272,895,0.7036,1
926,19,0.0205,1211,19,0.0157,0
977,10,0.0102,1301,49,0.0377,0
905,12,0.0133,1277,71,0.0556,0
886,18,0.0203,1120,14,0.0125,0
873,24,0.0275,1118,8,0.0072,0
871,2,0.0023,1131,13,0.0115,0
517,367,0.7099,1091,35,0.0321,0
44,473,10.75,227,864,3.8062,1
587,2,0.0034,723,18,0.0249,0
625,15,0.024,800,3,0.0037,0
651,6,0.0092,793,28,0.0353,0
640,11,0.0172,790,3,0.0038,0
652,11,0.0169,773,28,0.0362,0
625,1,0.0016,767,3,0.0039,0
17,599,35.2353,1060,301,0.284,1
442,28,0.0633,588,6,0.0102,0
463,14,0.0302,606,2,0.0033,0
446,17,0.0381,600,6,0.01,0
435,11,0.0253,601,1,0.0017,0
23,437,19.0,312,228,0.7308,1
474,1,0.0021,637,2,0.0031,0
441,17,0.0385,673,10,0.0149,0
620,38,0.0613,819,19,0.0232,0
570,41,0.0719,784,17,0.0217,0
515,48,0.0932,768,40,0.0521,0
376,130,0.3457,722,63,0.0873,0
511,0,0.0,774,18,0.0233,0
26,599,23.0385,1546,706,0.4567,1
3430,219,0.0638,4225,16,0.0038,0
3416,9,0.0026,4268,22,0.0052,0
3386,18,0.0053,4249,37,0.0087,0
30,3940,131.3333,853,3478,4.0774,1
483,13,0.0269,633,9,0.0142,0
480,2,0.0042,620,1,0.0016,0
468,12,0.0256,618,2,0.0032,0
618,6,0.0097,802,15,0.0187,0
502,39,0.0777,720,7,0.0097,0
430,14,0.0326,581,49,0.0843,0
5,471,94.2,3868,3243,0.8384,1
1446,8,0.0055,1644,27,0.0164,0
1520,74,0.0487,1669,25,0.015,0
1481,73,0.0493,1640,0,0.0,0
1469,9,0.0061,1631,20,0.0123,0
1429,36,0.0252,1635,16,0.0098,0
1131,353,0.3121,1645,12,0.0073,0
1506,23,0.0153,1676,18,0.0107,0
1564,0,0.0,1696,14,0.0083,0
1563,1,0.0006,1697,1,0.0006,0
1568,5,0.0032,1680,17,0.0101,0
19,1630,85.7895,965,721,0.7472,1
530,1,0.0019,643,10,0.0156,0
556,0,0.0,674,11,0.0163,0
551,5,0.0091,674,0,0.0,0
540,26,0.0481,645,9,0.014,0
524,13,0.0248,640,7,0.0109,0
517,2,0.0039,628,7,0.0111,0
544,12,0.0221,627,11,0.0175,0
544,5,0.0092,654,23,0.0352,0
23,537,23.3478,1455,808,0.5553,1
1394,15,0.0108,1780,16,0.009,0
1434,40,0.0279,1815,35,0.0193,0
1389,25,0.018,1770,2,0.0011,0
1386,10,0.0072,1804,65,0.036,0
1404,10,0.0071,1777,13,0.0073,0
1362,10,0.0073,1742,21,0.0121,0
40,1350,33.75,358,1316,3.676,1
866,28,0.0323,1255,39,0.0311,0
842,12,0.0143,1273,24,0.0189,0
902,60,0.0665,1279,6,0.0047,0
934,54,0.0578,1295,25,0.0193,0
1052,23,0.0219,1311,41,0.0313,0
42,1010,24.0476,424,887,2.092,1
366,9,0.0246,484,33,0.0682,0
392,20,0.051,499,25,0.0501,0
394,9,0.0228,463,7,0.0151,0
363,9,0.0248,474,8,0.0169,0
407,7,0.0172,502,1,0.002,0
403,26,0.0645,466,8,0.0172,0
361,17,0.0471,444,4,0.009,0
352,10,0.0284,425,33,0.0776,0
378,5,0.0132,454,8,0.0176,0
398,8,0.0201,441,10,0.0227,0
38,371,9.7632,688,255,0.3706,1
1801,108,0.06,2234,5,0.0022,0
1693,25,0.0148,2271,1,0.0004,0
1515,64,0.0422,2282,45,0.0197,0
32,1641,51.2812,371,1944,5.2399,1
509,5,0.0098,948,5,0.0053,0
567,1,0.0018,888,29,0.0327,0
602,32,0.0532,902,17,0.0188,0
604,59,0.0977,964,23,0.0239,0
541,40,0.0739,981,27,0.0275,0
340,140,0.4118,845,83,0.0982,0
44,444,10.0909,121,680,5.6198,1
1583,10,0.0063,1870,21,0.0112,0
1517,12,0.0079,1858,25,0.0135,0
1500,17,0.0113,1882,24,0.0128,0
1588,120,0.0756,1895,20,0.0106,0
1566,82,0.0524,1882,14,0.0074,0
1438,7,0.0049,1776,11,0.0062,0
1383,6,0.0043,1759,12,0.0068,0
1181,53,0.0449,1500,71,0.0473,0
659,77,0.1168,809,135,0.1669,0
34,7,0.2059,34,0,0.0,0
33,1,0.0303,33,0,0.0,0
33,0,0.0,33,0,0.0,1
33,0,0.0,33,0,0.0,0
36,2,0.0556,39,0,0.0,0
35,1,0.0286,37,2,0.0541,0
53,16,0.3019,117,56,0.4786,0
244,33,0.1352,371,41,0.1105,0
669,40,0.0598,882,25,0.0283,0
809,65,0.0803,1095,67,0.0612,0
1019,60,0.0589,1354,55,0.0406,0
1318,256,0.1942,1693,13,0.0077,0
1322,28,0.0212,1709,0,0.0,0
1496,2,0.0013,1817,29,0.016,0
1478,26,0.0176,1796,17,0.0095,0
16,1635,102.1875,1766,71,0.0402,1
527,24,0.0455,827,18,0.0218,0
595,36,0.0605,920,78,0.0848,0
632,29,0.0459,903,18,0.0199,0
