Matches,SubMatches,GradientMatches,Keypoint,SubKeypoint,GradientKeypoint,Class
293,26,0.0887,491,6,0.0122,0
389,7,0.018,676,21,0.0311,0
445,56,0.1258,690,14,0.0203,0
466,10,0.0215,766,31,0.0405,0
546,17,0.0311,861,23,0.0267,0
615,18,0.0293,883,6,0.0068,0
658,36,0.0547,781,28,0.0359,0
597,38,0.0637,780,17,0.0218,0
658,25,0.038,820,1,0.0012,0
632,12,0.019,800,11,0.0138,0
592,34,0.0574,781,7,0.009,0
591,1,0.0017,789,29,0.0368,0
672,29,0.0432,860,9,0.0105,0
660,23,0.0348,829,24,0.029,0
677,38,0.0561,854,8,0.0094,0
698,15,0.0215,868,4,0.0046,0
711,39,0.0549,854,0,0.0,0
657,25,0.0381,853,35,0.041,0
669,32,0.0478,832,26,0.0312,0
722,16,0.0222,837,5,0.006,0
616,2,0.0032,818,17,0.0208,0
635,19,0.0299,841,23,0.0273,0
662,6,0.0091,825,6,0.0073,0
650,22,0.0338,809,6,0.0074,0
692,14,0.0202,816,17,0.0208,0
649,43,0.0663,823,7,0.0085,0
602,7,0.0116,836,27,0.0323,0
643,13,0.0202,859,15,0.0175,0
722,48,0.0665,925,19,0.0205,0
672,8,0.0119,869,22,0.0253,0
645,22,0.0341,822,47,0.0572,0
606,39,0.0644,845,23,0.0272,0
661,5,0.0076,863,8,0.0093,0
627,3,0.0048,890,43,0.0483,0
635,7,0.011,836,17,0.0203,0
672,16,0.0238,820,4,0.0049,0
13,492,37.8462,42,742,17.6667,1
34,2,0.0588,42,5,0.119,0
34,1,0.0294,39,1,0.0256,0
33,1,0.0303,37,1,0.027,0
35,0,0.0,39,4,0.1026,0
36,1,0.0278,40,1,0.025,0
39,1,0.0256,46,3,0.0652,0
35,4,0.1143,37,10,0.2703,0
14,7,0.5,85,32,0.3765,0
1,39,39.0,236,158,0.6695,1
58,23,0.3966,140,96,0.6857,0
126,14,0.1111,305,22,0.0721,0
127,23,0.1811,329,26,0.079,0
235,28,0.1191,492,5,0.0102,0
203,3,0.0148,464,17,0.0366,0
280,14,0.05,615,6,0.0098,0
243,2,0.0082,645,46,0.0713,0
228,9,0.0395,477,48,0.1006,0
255,27,0.1059,488,11,0.0225,0
119,7,0.0588,322,29,0.0901,0
147,14,0.0952,297,16,0.0539,0
110,13,0.1182,298,14,0.047,0
41,17,0.4146,85,42,0.4941,0
50,9,0.18,116,11,0.0948,0
34,22,0.6471,87,21,0.2414,0
42,7,0.1667,141,21,0.1489,0
4,15,3.75,19,67,3.5263,0
297,8,0.0269,442,7,0.0158,0
288,3,0.0104,428,19,0.0444,0
226,3,0.0133,383,4,0.0104,0
214,10,0.0467,379,21,0.0554,0
255,13,0.051,345,7,0.0203,0
186,12,0.0645,250,26,0.104,0
179,13,0.0726,250,22,0.088,0
189,9,0.0476,265,20,0.0755,0
303,8,0.0264,443,26,0.0587,0
303,11,0.0363,457,6,0.0131,0
332,1,0.003,462,42,0.0909,0
323,25,0.0774,544,23,0.0423,0
444,6,0.0135,797,44,0.0552,0
474,12,0.0253,664,24,0.0361,0
428,2,0.0047,647,42,0.0649,0
266,1,0.0038,411,10,0.0243,0
196,13,0.0663,326,14,0.0429,0
182,3,0.0165,263,27,0.1027,0
100,3,0.03,178,6,0.0337,0
35,5,0.1429,52,1,0.0192,0
102,7,0.0686,177,24,0.1356,0
127,9,0.0709,232,43,0.1853,0
184,10,0.0543,327,31,0.0948,0
188,4,0.0213,304,23,0.0757,0
200,3,0.015,376,18,0.0479,0
240,29,0.1208,487,74,0.152,0
330,7,0.0212,537,0,0.0,0
362,8,0.0221,566,6,0.0106,0
393,9,0.0229,546,31,0.0568,0
395,16,0.0405,552,25,0.0453,0
380,11,0.0289,556,16,0.0288,0
392,12,0.0306,558,2,0.0036,0
421,3,0.0071,538,6,0.0112,0
305,8,0.0262,382,1,0.0026,0
309,4,0.0129,386,4,0.0104,0
304,5,0.0164,386,0,0.0,0
259,8,0.0309,327,15,0.0459,0
177,6,0.0339,219,16,0.0731,0
134,20,0.1493,195,7,0.0359,0
76,14,0.1842,136,15,0.1103,0
68,4,0.0588,100,19,0.19,0
64,4,0.0625,92,8,0.087,0
43,7,0.1628,75,11,0.1467,0
58,0,0.0,93,8,0.086,0
3,79,26.3333,429,311,0.7249,1
147,23,0.1565,261,10,0.0383,0
158,5,0.0316,283,19,0.0671,0
209,3,0.0144,272,2,0.0074,0
20,1,0.05,118,3,0.0254,0
68,34,0.5,359,47,0.1309,0
120,14,0.1167,406,48,0.1182,0
18,67,3.7222,9,501,55.6667,1
3,2,0.6667,4,1,0.25,0
8,1,0.125,18,7,0.3889,0
17,0,0.0,36,6,0.1667,0
188,6,0.0319,310,32,0.1032,0
210,0,0.0,337,5,0.0148,0
229,19,0.083,354,17,0.048,0
197,30,0.1523,319,11,0.0345,0
243,20,0.0823,298,12,0.0403,0
240,3,0.0125,316,18,0.057,0
201,5,0.0249,295,2,0.0068,0
237,26,0.1097,313,9,0.0288,0
229,8,0.0349,329,16,0.0486,0
5,224,44.8,45,284,6.3111,1
267,5,0.0187,315,0,0.0,0
265,12,0.0453,320,10,0.0312,0
294,19,0.0646,341,4,0.0117,0
272,9,0.0331,300,31,0.1033,0
262,10,0.0382,318,9,0.0283,0
299,6,0.0201,375,28,0.0747,0
284,20,0.0704,373,2,0.0054,0
279,11,0.0394,358,10,0.0279,0
273,16,0.0586,345,2,0.0058,0
7,311,44.4286,382,14,0.0366,1
780,9,0.0115,872,13,0.0149,0
806,57,0.0707,869,51,0.0587,0
8,790,98.75,35,881,25.1714,1
6,1,0.1667,8,0,0.0,0
5,4,0.8,10,1,0.1,0
79,1,0.0127,124,11,0.0887,0
45,20,0.4444,116,10,0.0862,0
52,63,1.2115,119,4,0.0336,0
54,7,0.1296,130,13,0.1,0
48,4,0.0833,131,10,0.0763,0
47,83,1.766,114,19,0.1667,0
108,74,0.6852,108,3,0.0278,0
28,6,0.2143,93,1,0.0108,0
29,1,0.0345,88,5,0.0568,0
34,45,1.3235,70,8,0.1143,0
99,41,0.4141,100,1,0.01,0
104,11,0.1058,162,4,0.0247,0
162,58,0.358,165,3,0.0182,0
148,61,0.4122,216,6,0.0278,0
156,0,0.0,220,10,0.0455,0
163,7,0.0429,233,13,0.0558,0
5,153,30.6,260,45,0.1731,1
3,0,0.0,3,0,0.0,0
67,9,0.1343,85,8,0.0941,0
71,3,0.0423,79,2,0.0253,0
64,9,0.1406,68,17,0.25,0
3,60,20.0,113,44,0.3894,1
16,12,0.75,20,0,0.0,0
15,5,0.3333,15,0,0.0,0
13,2,0.1538,14,1,0.0714,0
2,1,0.5,2,1,0.5,0
2,0,0.0,2,0,0.0,0
147,26,0.1769,170,12,0.0706,0
153,14,0.0915,152,1,0.0066,0
126,27,0.2143,155,3,0.0194,0
130,4,0.0308,155,0,0.0,0
147,18,0.1224,152,4,0.0263,0
141,5,0.0355,171,10,0.0585,0
103,12,0.1165,221,75,0.3394,0
210,0,0.0,228,5,0.0219,0
199,9,0.0452,229,3,0.0131,0
205,8,0.039,224,6,0.0268,0
221,5,0.0226,244,9,0.0369,0
211,0,0.0,235,2,0.0085,0
218,1,0.0046,251,5,0.0199,0
217,15,0.0691,236,14,0.0593,0
226,19,0.0841,240,2,0.0083,0
115,32,0.2783,157,7,0.0446,0
2,108,54.0,50,86,1.72,1
86,30,0.3488,109,8,0.0734,0
86,26,0.3023,104,10,0.0962,0
9,4,0.4444,24,9,0.375,0
20,3,0.15,24,1,0.0417,0
18,3,0.1667,26,5,0.1923,0
21,0,0.0,27,3,0.1111,0
21,6,0.2857,22,9,0.4091,0
23,11,0.4783,30,5,0.1667,0
28,5,0.1786,33,3,0.0909,0
27,5,0.1852,31,1,0.0323,0
20,8,0.4,28,2,0.0714,0
2,31,15.5,174,141,0.8103,1
54,16,0.2963,67,8,0.1194,0
67,28,0.4179,67,0,0.0,0
100,33,0.33,106,2,0.0189,0
93,30,0.3226,99,3,0.0303,0
84,44,0.5238,104,24,0.2308,0
73,11,0.1507,110,6,0.0545,0
46,3,0.0652,91,14,0.1538,0
43,3,0.0698,76,1,0.0132,0
13,32,2.4615,54,15,0.2778,1
44,5,0.1136,59,8,0.1356,0
27,19,0.7037,41,5,0.122,0
43,1,0.0233,53,4,0.0755,0
46,2,0.0435,50,2,0.04,0
42,6,0.1429,43,1,0.0233,0
1,26,26.0,176,141,0.8011,1
23,12,0.5217,29,6,0.2069,0
20,2,0.1,25,2,0.08,0
26,5,0.1923,32,1,0.0312,0
28,6,0.2143,27,1,0.037,0
23,5,0.2174,23,0,0.0,0
17,1,0.0588,25,4,0.16,0
29,5,0.1724,32,2,0.0625,0
26,2,0.0769,34,3,0.0882,0
29,6,0.2069,31,0,0.0,0
17,7,0.4118,24,5,0.2083,0
27,7,0.2593,34,1,0.0294,0
30,3,0.1,38,4,0.1053,0
36,9,0.25,36,0,0.0,0
24,3,0.125,34,0,0.0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
53,2,0.0377,68,2,0.0294,0
113,5,0.0442,141,14,0.0993,0
136,15,0.1103,136,0,0.0,0
129,12,0.093,130,6,0.0462,0
114,1,0.0088,130,8,0.0615,0
133,22,0.1654,136,3,0.0221,0
117,8,0.0684,131,2,0.0153,0
115,8,0.0696,132,1,0.0076,0
56,55,0.9821,68,58,0.8529,1
96,313,3.2604,548,105,0.1916,1
520,10,0.0192,581,27,0.0465,0
466,3,0.0064,536,0,0.0,0
482,3,0.0062,530,14,0.0264,0
487,35,0.0719,541,1,0.0018,0
546,100,0.1832,548,5,0.0091,0
22,300,13.6364,114,286,2.5088,1
106,1,0.0094,126,1,0.0079,0
75,3,0.04,118,16,0.1356,0
111,35,0.3153,116,4,0.0345,0
107,19,0.1776,107,1,0.0093,0
65,3,0.0462,101,9,0.0891,0
2,65,32.5,633,527,0.8325,1
62,24,0.3871,85,0,0.0,0
65,3,0.0462,88,2,0.0227,0
77,6,0.0779,135,12,0.0889,0
205,30,0.1463,319,4,0.0125,0
220,4,0.0182,285,18,0.0632,0
18,202,11.2222,134,151,1.1269,1
14,539,38.5,523,35,0.0669,1
761,208,0.2733,1021,32,0.0313,0
831,31,0.0373,1032,19,0.0184,0
818,38,0.0465,1014,1,0.001,0
801,8,0.01,1000,26,0.026,0
202,633,3.1337,1223,157,0.1284,1
891,319,0.358,1259,44,0.0349,0
889,2,0.0022,1238,8,0.0065,0
961,4,0.0042,1338,13,0.0097,0
1358,334,0.2459,1395,12,0.0086,0
17,973,57.2353,37,1369,37.0,1
21,1281,61.0,1243,59,0.0475,1
4,89,22.25,127,43,0.3386,1
73,3,0.0411,76,12,0.1579,0
60,4,0.0667,72,1,0.0139,0
229,9,0.0393,243,0,0.0,0
231,2,0.0087,247,4,0.0162,0
221,3,0.0136,243,5,0.0206,0
253,25,0.0988,254,1,0.0039,0
242,1,0.0041,259,3,0.0116,0
244,2,0.0082,261,2,0.0077,0
231,13,0.0563,252,3,0.0119,0
224,5,0.0223,247,1,0.004,0
228,21,0.0921,244,5,0.0205,0
250,11,0.044,258,3,0.0116,0
248,9,0.0363,251,1,0.004,0
84,2,0.0238,88,2,0.0227,0
5,74,14.8,42,49,1.1667,1
350,54,0.1543,373,6,0.0161,0
9,274,30.4444,44,292,6.6364,1
7,1,0.1429,8,0,0.0,0
6,0,0.0,141,135,0.9574,0
133,4,0.0301,134,3,0.0224,0
1,108,108.0,668,523,0.7829,1
40,4,0.1,53,9,0.1698,0
102,12,0.1176,118,3,0.0254,0
99,2,0.0202,111,2,0.018,0
112,0,0.0,120,2,0.0167,0
112,10,0.0893,125,9,0.072,0
109,11,0.1009,117,4,0.0342,0
103,1,0.0097,123,14,0.1138,0
106,3,0.0283,117,5,0.0427,0
111,2,0.018,123,1,0.0081,0
50,65,1.3,203,80,0.3941,1
152,30,0.1974,159,5,0.0314,0
103,6,0.0583,137,2,0.0146,0
184,14,0.0761,204,10,0.049,0
38,130,3.4211,230,29,0.1261,1
148,11,0.0743,210,10,0.0476,0
113,3,0.0265,122,5,0.041,0
111,4,0.036,128,7,0.0547,0
106,7,0.066,124,5,0.0403,0
109,5,0.0459,119,4,0.0336,0
38,73,1.9211,61,57,0.9344,1
55,17,0.3091,67,6,0.0896,0
162,27,0.1667,164,1,0.0061,0
155,19,0.1226,177,1,0.0056,0
142,5,0.0352,162,6,0.037,0
132,20,0.1515,155,5,0.0323,0
119,16,0.1345,125,4,0.032,0
105,14,0.1333,130,5,0.0385,0
6,105,17.5,78,46,0.5897,1
18,9,0.5,28,2,0.0714,0
39,9,0.2308,58,1,0.0172,0
42,2,0.0476,74,11,0.1486,0
51,23,0.451,62,12,0.1935,0
45,6,0.1333,67,4,0.0597,0
40,7,0.175,68,13,0.1912,0
130,0,0.0,161,10,0.0621,0
129,3,0.0233,149,3,0.0201,0
120,4,0.0333,151,8,0.053,0
133,7,0.0526,144,7,0.0486,0
127,14,0.1102,144,1,0.0069,0
126,5,0.0397,156,16,0.1026,0
157,27,0.172,157,3,0.0191,0
2,51,25.5,12,52,4.3333,1
110,10,0.0909,177,2,0.0113,0
165,12,0.0727,214,11,0.0514,0
6,159,26.5,312,98,0.3141,1
624,11,0.0176,990,114,0.1152,0
616,18,0.0292,967,32,0.0331,0
956,6,0.0063,962,4,0.0042,0
763,195,0.2556,969,7,0.0072,0
858,29,0.0338,986,3,0.003,0
817,27,0.033,939,3,0.0032,0
617,268,0.4344,848,57,0.0672,0
667,148,0.2219,871,20,0.023,0
734,109,0.1485,979,39,0.0398,0
903,127,0.1406,1078,12,0.0111,0
1083,126,0.1163,1106,4,0.0036,0
956,2,0.0021,1115,25,0.0224,0
958,14,0.0146,1094,9,0.0082,0
988,210,0.2126,1028,26,0.0253,0
1101,267,0.2425,1105,5,0.0045,0
911,35,0.0384,1112,41,0.0369,0
75,1000,13.3333,198,911,4.601,1
516,12,0.0233,628,12,0.0191,0
517,93,0.1799,616,7,0.0114,0
504,110,0.2183,506,1,0.002,0
421,7,0.0166,511,1,0.002,0
546,99,0.1813,554,0,0.0,0
508,2,0.0039,600,6,0.01,0
584,102,0.1747,602,10,0.0166,0
598,111,0.1856,604,3,0.005,0
538,39,0.0725,660,31,0.047,0
577,16,0.0277,683,21,0.0307,0
577,3,0.0052,684,9,0.0132,0
661,137,0.2073,676,15,0.0222,0
516,156,0.3023,524,6,0.0115,0
789,158,0.2003,977,13,0.0133,0
811,35,0.0432,1020,19,0.0186,0
881,17,0.0193,1092,53,0.0485,0
1047,190,0.1815,1086,19,0.0175,0
876,25,0.0285,1068,9,0.0084,0
903,37,0.041,1107,2,0.0018,0
1048,112,0.1069,1105,1,0.0009,0
990,65,0.0657,1066,22,0.0206,0
1026,120,0.117,1101,0,0.0,0
851,8,0.0094,1032,30,0.0291,0
893,11,0.0123,1043,17,0.0163,0
935,38,0.0406,1102,2,0.0018,0
1073,254,0.2367,1114,3,0.0027,0
1088,309,0.284,1094,3,0.0027,0
826,54,0.0654,1083,59,0.0545,0
1099,181,0.1647,1131,27,0.0239,0
1000,58,0.058,1148,16,0.0139,0
432,7,0.0162,518,9,0.0174,0
474,25,0.0527,531,13,0.0245,0
484,56,0.1157,562,5,0.0089,0
703,14,0.0199,709,5,0.0071,0
732,47,0.0642,851,13,0.0153,0
776,33,0.0425,875,21,0.024,0
800,57,0.0712,832,13,0.0156,0
775,15,0.0194,889,24,0.027,0
627,148,0.236,880,10,0.0114,0
678,244,0.3599,687,4,0.0058,0
543,62,0.1142,566,1,0.0018,0
1044,10,0.0096,1191,18,0.0151,0
1042,4,0.0038,1162,35,0.0301,0
1047,0,0.0,1210,7,0.0058,0
1054,52,0.0493,1210,31,0.0256,0
375,70,0.1867,601,30,0.0499,0
305,271,0.8885,525,58,0.1105,0
245,31,0.1265,736,165,0.2242,0
468,7,0.015,797,86,0.1079,0
574,28,0.0488,734,15,0.0204,0
456,74,0.1623,664,95,0.1431,0
464,50,0.1078,747,82,0.1098,0
310,267,0.8613,490,93,0.1898,1
364,20,0.0549,516,6,0.0116,0
356,27,0.0758,524,26,0.0496,0
454,24,0.0529,524,8,0.0153,0
470,1,0.0021,515,20,0.0388,0
460,68,0.1478,505,25,0.0495,0
468,17,0.0363,542,26,0.048,0
454,21,0.0463,540,12,0.0222,0
471,63,0.1338,542,2,0.0037,0
614,65,0.1059,636,9,0.0142,0
520,1,0.0019,670,52,0.0776,0
555,25,0.045,667,8,0.012,0
286,7,0.0245,362,87,0.2403,0
485,20,0.0412,572,17,0.0297,0
485,0,0.0,565,7,0.0124,0
493,8,0.0162,556,9,0.0162,0
503,23,0.0457,592,18,0.0304,0
500,3,0.006,582,10,0.0172,0
458,20,0.0437,571,4,0.007,0
558,110,0.1971,562,4,0.0071,0
436,95,0.2179,542,1,0.0018,0
452,38,0.0841,569,22,0.0387,0
469,51,0.1087,724,76,0.105,0
607,45,0.0741,855,23,0.0269,0
784,381,0.486,798,3,0.0038,0
883,161,0.1823,898,11,0.0122,0
510,199,0.3902,701,157,0.224,0
727,102,0.1403,734,3,0.0041,0
745,186,0.2497,749,3,0.004,0
837,126,0.1505,840,6,0.0071,0
716,11,0.0154,1054,63,0.0598,0
809,29,0.0358,1035,37,0.0357,0
784,55,0.0702,1009,34,0.0337,0
1003,219,0.2183,1016,7,0.0069,0
965,10,0.0104,1109,38,0.0343,0
896,67,0.0748,1105,8,0.0072,0
935,52,0.0556,1171,12,0.0102,0
833,52,0.0624,1105,6,0.0054,0
891,201,0.2256,1134,24,0.0212,0
944,162,0.1716,1133,0,0.0,0
1118,254,0.2272,1134,2,0.0018,0
1123,200,0.1781,1134,1,0.0009,0
856,21,0.0245,1065,8,0.0075,0
894,107,0.1197,1121,20,0.0178,0
885,32,0.0362,1113,26,0.0234,0
636,272,0.4277,945,156,0.1651,0
605,33,0.0545,821,22,0.0268,0
320,171,0.5344,460,297,0.6457,0
287,33,0.115,430,30,0.0698,0
330,99,0.3,413,20,0.0484,0
387,56,0.1447,440,15,0.0341,0
438,51,0.1164,438,2,0.0046,0
474,80,0.1688,561,3,0.0053,0
665,114,0.1714,812,18,0.0222,0
661,4,0.0061,830,18,0.0217,0
717,15,0.0209,870,15,0.0172,0
713,138,0.1935,872,9,0.0103,0
495,19,0.0384,773,3,0.0039,0
831,139,0.1673,853,1,0.0012,0
726,158,0.2176,902,2,0.0022,0
880,128,0.1455,890,2,0.0022,0
767,612,0.7979,1333,48,0.036,0
1053,52,0.0494,1395,1,0.0007,0
1010,81,0.0802,1355,111,0.0819,0
1045,27,0.0258,1364,3,0.0022,0
952,439,0.4611,1406,3,0.0021,0
959,481,0.5016,1377,68,0.0494,0
992,33,0.0333,1431,54,0.0377,0
356,127,0.3567,363,0,0.0,0
294,9,0.0306,459,114,0.2484,0
440,10,0.0227,445,1,0.0022,0
428,31,0.0724,459,9,0.0196,0
560,49,0.0875,993,60,0.0604,0
1205,242,0.2008,1475,20,0.0136,0
1469,161,0.1096,1518,4,0.0026,0
1499,246,0.1641,1538,3,0.002,0
1460,385,0.2637,1521,1,0.0007,0
1055,91,0.0863,1423,41,0.0288,0
35,1055,30.1429,129,1317,10.2093,1
97,92,0.9485,142,15,0.1056,0
119,26,0.2185,125,3,0.024,0
138,22,0.1594,169,6,0.0355,0
4,134,33.5,9,160,17.7778,1
14,1431,102.2143,1179,266,0.2256,1
208,199,0.9567,255,4,0.0157,0
260,46,0.1769,270,1,0.0037,0
273,72,0.2637,280,10,0.0357,0
221,6,0.0271,280,1,0.0036,0
278,57,0.205,280,0,0.0,0
205,8,0.039,285,24,0.0842,0
4,209,52.25,20,252,12.6,1
628,1459,2.3232,2054,60,0.0292,0
962,12,0.0125,2062,11,0.0053,0
880,60,0.0682,1905,74,0.0388,0
809,71,0.0878,1881,24,0.0128,0
1228,613,0.4992,1249,10,0.008,0
1021,412,0.4035,1028,3,0.0029,0
598,423,0.7074,975,53,0.0544,0
433,73,0.1686,800,135,0.1688,0
299,367,1.2274,681,8,0.0117,0
359,9,0.0251,771,75,0.0973,0
392,0,0.0,713,2,0.0028,0
330,24,0.0727,514,85,0.1654,0
164,13,0.0793,299,24,0.0803,0
151,7,0.0464,251,17,0.0677,0
154,14,0.0909,215,23,0.107,0
195,59,0.3026,198,1,0.0051,0
141,54,0.383,190,8,0.0421,0
148,3,0.0203,197,12,0.0609,0
186,45,0.2419,189,4,0.0212,0
165,32,0.1939,175,1,0.0057,0
144,21,0.1458,192,17,0.0885,0
130,6,0.0462,169,4,0.0237,0
115,16,0.1391,157,17,0.1083,0
126,1,0.0079,163,13,0.0798,0
144,36,0.25,144,2,0.0139,0
152,37,0.2434,154,1,0.0065,0
100,9,0.09,163,13,0.0798,0
125,56,0.448,171,12,0.0702,0
15,110,7.3333,101,70,0.6931,1
106,47,0.4434,201,28,0.1393,0
5,316,63.2,73,257,3.5205,1
75,13,0.1733,82,7,0.0854,0
67,6,0.0896,105,14,0.1333,0
92,10,0.1087,110,9,0.0818,0
101,4,0.0396,115,9,0.0783,0
115,19,0.1652,117,1,0.0085,0
81,5,0.0617,96,1,0.0104,0
68,13,0.1912,207,111,0.5362,1
189,6,0.0317,216,3,0.0139,0
182,14,0.0769,205,7,0.0341,0
202,20,0.099,207,2,0.0097,0
185,30,0.1622,211,4,0.019,0
184,25,0.1359,212,0,0.0,0
180,3,0.0167,208,4,0.0192,0
190,3,0.0158,215,6,0.0279,0
210,20,0.0952,217,2,0.0092,0
191,0,0.0,212,2,0.0094,0
188,3,0.016,215,3,0.014,0
198,6,0.0303,217,1,0.0046,0
192,4,0.0208,209,3,0.0144,0
191,16,0.0838,218,7,0.0321,0
199,17,0.0854,216,2,0.0093,0
208,26,0.125,210,1,0.0048,0
183,0,0.0,200,7,0.035,0
180,30,0.1667,200,10,0.05,0
202,8,0.0396,221,5,0.0226,0
199,10,0.0503,217,2,0.0092,0
188,6,0.0319,213,7,0.0329,0
190,4,0.0211,217,2,0.0092,0
215,25,0.1163,218,1,0.0046,0
191,3,0.0157,221,4,0.0181,0
193,1,0.0052,220,4,0.0182,0
199,25,0.1256,217,10,0.0461,0
62,159,2.5645,87,136,1.5632,1
75,8,0.1067,104,6,0.0577,0
119,29,0.2437,119,0,0.0,0
92,1,0.0109,119,10,0.084,0
85,8,0.0941,116,5,0.0431,0
154,10,0.0649,187,5,0.0267,0
160,9,0.0563,174,5,0.0287,0
153,7,0.0458,182,8,0.044,0
174,110,0.6322,187,0,0.0,0
176,12,0.0682,196,8,0.0408,0
87,92,1.0575,103,92,0.8932,1
6,75,12.5,121,22,0.1818,1
99,5,0.0505,125,9,0.072,0
98,1,0.0102,123,2,0.0163,0
96,6,0.0625,128,11,0.0859,0
103,1,0.0097,126,5,0.0397,0
90,12,0.1333,105,26,0.2476,0
122,2,0.0164,154,3,0.0195,0
125,4,0.032,164,12,0.0732,0
5,149,29.8,127,36,0.2835,1
69,5,0.0725,73,0,0.0,0
2,61,30.5,36,29,0.8056,1
293,0,0.0,332,21,0.0633,0
304,0,0.0,337,4,0.0119,0
302,2,0.0066,340,3,0.0088,0
291,45,0.1546,328,11,0.0335,0
282,32,0.1135,329,8,0.0243,0
295,12,0.0407,330,3,0.0091,0
276,12,0.0435,323,10,0.031,0
278,11,0.0396,316,0,0.0,0
270,32,0.1185,298,10,0.0336,0
104,166,1.5962,145,153,1.0552,1
61,53,0.8689,165,80,0.4848,0
145,7,0.0483,159,4,0.0252,0
154,11,0.0714,171,4,0.0234,0
71,80,1.1268,227,56,0.2467,1
108,92,0.8519,124,114,0.9194,1
45,160,3.5556,129,85,0.6589,1
110,65,0.5909,131,2,0.0153,0
113,5,0.0442,132,3,0.0227,0
114,16,0.1404,132,0,0.0,0
45,64,1.4222,206,79,0.3835,1
203,12,0.0591,213,10,0.0469,0
203,17,0.0837,209,2,0.0096,0
110,14,0.1273,125,3,0.024,0
37,139,3.7568,130,47,0.3615,1
124,13,0.1048,148,6,0.0405,0
136,1,0.0074,153,6,0.0392,0
81,24,0.2963,95,10,0.1053,0
92,129,1.4022,197,25,0.1269,1
182,7,0.0385,198,0,0.0,0
182,18,0.0989,188,2,0.0106,0
166,16,0.0964,189,1,0.0053,0
163,6,0.0368,191,1,0.0052,0
188,29,0.1543,215,4,0.0186,0
182,6,0.033,205,10,0.0488,0
177,1,0.0056,197,11,0.0558,0
49,146,2.9796,67,132,1.9701,1
62,14,0.2258,71,5,0.0704,0
62,0,0.0,77,0,0.0,0
72,2,0.0278,91,9,0.0989,0
82,10,0.122,83,0,0.0,0
51,17,0.3333,69,13,0.1884,0
56,13,0.2321,233,165,0.7082,0
293,35,0.1195,296,3,0.0101,0
266,8,0.0301,295,5,0.0169,0
303,25,0.0825,307,3,0.0098,0
268,18,0.0672,292,6,0.0205,0
262,18,0.0687,287,14,0.0488,0
271,1,0.0037,302,3,0.0099,0
271,3,0.0111,289,8,0.0277,0
284,10,0.0352,304,4,0.0132,0
118,183,1.5508,147,170,1.1565,1
106,1,0.0094,121,4,0.0331,0
10,96,9.6,148,27,0.1824,1
157,9,0.0573,179,7,0.0391,0
140,4,0.0286,159,2,0.0126,0
142,12,0.0845,157,3,0.0191,0
136,2,0.0147,152,4,0.0263,0
64,97,1.5156,248,83,0.3347,1
144,12,0.0833,155,3,0.0194,0
154,11,0.0714,156,2,0.0128,0
143,0,0.0,158,1,0.0063,0
166,26,0.1566,166,1,0.006,0
68,81,1.1912,94,64,0.6809,1
170,17,0.1,183,7,0.0383,0
150,6,0.04,175,0,0.0,0
166,11,0.0663,170,4,0.0235,0
155,5,0.0323,181,3,0.0166,0
42,97,2.3095,56,104,1.8571,1
165,19,0.1152,167,1,0.006,0
146,5,0.0342,170,6,0.0353,0
156,22,0.141,174,8,0.046,0
142,18,0.1268,162,2,0.0123,0
54,93,1.7222,66,99,1.5,1
52,2,0.0385,61,5,0.082,0
50,11,0.22,67,6,0.0896,0
51,1,0.0196,68,1,0.0147,0
76,113,1.4868,282,93,0.3298,1
236,37,0.1568,288,4,0.0139,0
219,5,0.0228,248,14,0.0565,0
209,10,0.0478,250,2,0.008,0
201,24,0.1194,253,0,0.0,0
245,30,0.1224,251,5,0.0199,0
218,27,0.1239,254,3,0.0118,0
139,7,0.0504,172,9,0.0523,0
129,32,0.2481,161,3,0.0186,0
170,28,0.1647,173,0,0.0,0
139,6,0.0432,163,6,0.0368,0
118,7,0.0593,147,9,0.0612,0
121,0,0.0,155,15,0.0968,0
148,5,0.0338,168,10,0.0595,0
167,19,0.1138,170,2,0.0118,0
149,4,0.0268,180,6,0.0333,0
151,9,0.0596,201,1,0.005,0
124,10,0.0806,155,11,0.071,0
151,27,0.1788,156,1,0.0064,0
134,0,0.0,198,21,0.1061,0
92,34,0.3696,142,16,0.1127,0
105,13,0.1238,136,6,0.0441,0
96,24,0.25,128,6,0.0469,0
62,42,0.6774,109,4,0.0367,0
77,4,0.0519,112,0,0.0,0
2,76,38.0,17,84,4.9412,1
86,83,0.9651,101,6,0.0594,0
77,20,0.2597,111,13,0.1171,0
70,25,0.3571,91,10,0.1099,0
62,31,0.5,90,4,0.0444,0
62,23,0.371,77,12,0.1558,0
56,6,0.1071,76,1,0.0132,0
58,3,0.0517,68,5,0.0735,0
63,13,0.2063,84,8,0.0952,0
77,9,0.1169,78,3,0.0385,0
57,12,0.2105,67,4,0.0597,0
3,47,15.6667,92,28,0.3043,1
109,14,0.1284,110,1,0.0091,0
104,6,0.0577,126,7,0.0556,0
117,17,0.1453,118,1,0.0085,0
118,8,0.0678,118,2,0.0169,0
105,7,0.0667,122,5,0.041,0
113,0,0.0,119,7,0.0588,0
104,3,0.0288,118,1,0.0085,0
52,47,0.9038,73,35,0.4795,0
60,4,0.0667,66,1,0.0152,0
1,69,69.0,311,241,0.7749,1
